Plant_Name,Location,Operator,Capacity_MW,Commission_Date,Nuclear_Type,Reactor_Type,Fuel_Type,Annual_Output_GWh,Status
"Solomon, Chavez and Martin","24382 Jesus Mill
Ayalafurt, CO 96069",Davis-Jackson,723,2022-11-18,Boiling Water Reactor,Light Water Reactor,Uranium,1913,Under Construction
Wilkerson Ltd,"972 Karen Mount Apt. 573
Gabrielaside, ND 33878",Brown PLC,1362,2023-12-11,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,4620,Decommissioned
"Burns, Murphy and Simpson","7017 Richard Port Apt. 887
Karenmouth, SC 75293",Bass-Simon,1181,2005-05-22,Fast Breeder Reactor,Heavy Water Reactor,Uranium,4418,Decommissioned
Nguyen-Allen,"488 Conrad Plaza Apt. 109
Port Jessica, MP 03020",Sanchez-Donovan,690,2023-12-23,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,2967,Operational
"Wagner, Jones and Hays","564 Smith Turnpike Suite 602
Shannonport, VT 37082","Casey, Stevens and Byrd",1901,2021-11-29,Boiling Water Reactor,Light Water Reactor,Thorium,4081,Operational
"Mata, Baker and Molina","2480 Stephanie Burg Suite 982
Harmonview, TN 39877",Khan-Harvey,955,2020-03-14,Pressurized Water Reactor,Light Water Reactor,Thorium,2467,Operational
Wood-Fleming,"987 Crane Plaza
New Jamesbury, NJ 21590","Chang, Maxwell and Cook",784,2009-09-19,Boiling Water Reactor,Heavy Water Reactor,Thorium,4098,Under Construction
"Wilson, Roberts and Sullivan","1562 Bell Track
Jasonton, VA 02870",Oneal and Sons,1094,1995-12-15,Fast Breeder Reactor,Light Water Reactor,Thorium,1878,Decommissioned
Gomez-Gilbert,"153 Nicholas Rue
Barnettside, OK 22120",Scott-Mckay,553,2004-03-07,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,1719,Under Construction
Luna-Cooper,"445 Angela Flats Apt. 114
Marialand, NC 01825",Gardner LLC,627,2020-09-24,Fast Breeder Reactor,Light Water Reactor,Plutonium,2459,Under Construction
"Dawson, Smith and Hartman","541 Rivera Groves Suite 932
Craigberg, WA 55158","May, Owens and Oliver",1922,2007-11-09,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,3019,Decommissioned
Miller-Sanchez,"6261 Chen Oval Suite 303
New Laurie, NC 13979",Thomas-Butler,1648,2019-06-18,Pressurized Water Reactor,Heavy Water Reactor,Uranium,3358,Operational
"Brown, Palmer and Wade","1900 Carter Glen
East Michaelstad, DE 99120",Burgess-Russell,674,2008-07-25,Boiling Water Reactor,Light Water Reactor,Thorium,3257,Decommissioned
Castro-Pacheco,"9226 Jacob Ridge
South Jessica, PA 95760","Bridges, Thomas and Barajas",743,2005-06-01,Fast Breeder Reactor,Heavy Water Reactor,Uranium,1945,Decommissioned
Randall-Carpenter,"905 Perry Ports Suite 488
Hannahside, GA 72981",Ramirez PLC,1972,1996-04-25,Boiling Water Reactor,Gas-cooled Reactor,Uranium,4381,Decommissioned
"Blankenship, Mcgrath and Smith","643 Barbara Stream Suite 932
Millershire, MS 68913",Gonzalez-Bolton,1728,2009-11-01,Boiling Water Reactor,Gas-cooled Reactor,Thorium,2336,Decommissioned
"Manning, Bird and Deleon","90572 Angela Pass
Galvanshire, NY 05396",Bird-Smith,848,1999-05-17,Boiling Water Reactor,Light Water Reactor,Uranium,4179,Operational
Cervantes-King,"792 Ball Greens Apt. 136
Port Tonyshire, NE 51776",Rodriguez PLC,1946,2020-02-25,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3632,Operational
Wallace-Alvarez,"1986 Lucero Vista
North Christopher, NV 76733","Rogers, Guzman and Griffin",1651,1998-11-15,Boiling Water Reactor,Light Water Reactor,Uranium,4561,Under Construction
"Wood, Lynch and Petty","75050 Johnson Harbors
Shafferfurt, OR 13232","Fuller, Jacobson and Thompson",1218,2003-09-05,Pressurized Water Reactor,Heavy Water Reactor,Thorium,4031,Under Construction
Reilly Inc,"5362 Nicole Forge Suite 221
Katherinechester, ND 33939",Ross Inc,1022,2013-11-09,Fast Breeder Reactor,Light Water Reactor,Uranium,2268,Decommissioned
Moyer Inc,"PSC 0306, Box 9066
APO AE 56562","Hansen, Bean and Padilla",1622,2002-07-04,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,1094,Under Construction
Weaver-Reed,"860 James River Suite 402
Cynthiachester, IL 20520","Pennington, Scott and Moore",1623,2001-08-23,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,3047,Decommissioned
"Jones, Nguyen and May","742 Maxwell River Apt. 209
South Shawnborough, IL 72166",Griffin Group,1944,2002-10-08,Fast Breeder Reactor,Light Water Reactor,Uranium,4063,Under Construction
Romero and Sons,"062 Cameron Lights Suite 984
Port Pamelamouth, AZ 74191",Oliver Inc,964,2001-05-20,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3930,Decommissioned
Lewis Ltd,"336 Harris Shoals
Payneborough, IA 78011","Nelson, Mccarty and Moore",1837,2005-11-26,Boiling Water Reactor,Heavy Water Reactor,Plutonium,3998,Operational
Scott-Scott,"42405 Hines Isle Apt. 780
New Alexander, WV 34074",Day-Ward,1095,2014-04-29,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4397,Operational
Atkinson-Silva,"654 Carpenter Isle
North Kathy, AR 58274","Richardson, Chen and Ramirez",1623,1996-12-03,Boiling Water Reactor,Gas-cooled Reactor,Uranium,1272,Decommissioned
Reed-Garcia,"246 Harris Circle Apt. 157
North Joshuamouth, MO 29995","Stevens, Hudson and Soto",649,2007-11-29,Pressurized Water Reactor,Light Water Reactor,Plutonium,2908,Decommissioned
Schmitt-Murphy,"430 Charles Ville
Smithton, NE 50835","Joseph, Palmer and Warren",793,2006-01-20,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4512,Decommissioned
"Reynolds, Moreno and Johnson","100 Shelly Keys
West Amanda, PW 60474","Rogers, Bailey and Underwood",1912,2000-12-30,Boiling Water Reactor,Light Water Reactor,Plutonium,2129,Operational
Rose-Gonzalez,"59012 Sonya Neck
West Eric, HI 93468","Davis, Lee and Phelps",1943,2018-01-12,Pressurized Water Reactor,Light Water Reactor,Plutonium,4635,Under Construction
Mccarty PLC,"7727 Anderson Knolls
Port Laura, WI 29738","Adams, Cruz and Carter",1101,2019-01-24,Boiling Water Reactor,Light Water Reactor,Thorium,4841,Operational
"Harris, Johnson and Williams","69503 Stephanie Trail
Liland, MS 70378",Maddox Ltd,817,2016-09-09,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,1091,Operational
Pham-Nelson,"7194 Scott Mountains Suite 927
Elizabethbury, TN 67747",Morris Inc,782,2014-12-18,Boiling Water Reactor,Light Water Reactor,Uranium,4461,Operational
George-Hill,"298 Knight Pine Apt. 446
Jenniferfurt, CT 10440",Stephens PLC,935,2012-06-28,Pressurized Water Reactor,Heavy Water Reactor,Uranium,1364,Under Construction
Smith-Flores,"34898 Lawrence Islands
West Martha, NV 17929",Walker-Rice,1303,2005-10-02,Pressurized Water Reactor,Light Water Reactor,Thorium,1853,Decommissioned
Morales Group,"37681 Miller Spurs Apt. 830
Lake Tammystad, TX 61056",Herrera and Sons,1863,2021-04-28,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,2235,Decommissioned
Johnson Ltd,"Unit 8105 Box 2776
DPO AE 84439",Conway-Wilson,1021,2022-01-24,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,3007,Operational
"Martinez, Lang and Martinez","668 Michelle Dam
Sextonhaven, AK 39086",Graham-Mitchell,1498,2019-12-17,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,1623,Operational
Sanford Ltd,"1508 Mckenzie Run Suite 680
New Markfurt, AL 41157","Hooper, Johnson and Massey",772,2005-06-07,Boiling Water Reactor,Heavy Water Reactor,Thorium,4908,Decommissioned
Gomez-Joseph,"PSC 9476, Box 0222
APO AA 40930",Jones-Becker,1302,2001-12-23,Boiling Water Reactor,Gas-cooled Reactor,Thorium,4101,Decommissioned
Richardson-Anthony,"77825 Medina Via
Jenniferbury, OH 99527","Williams, Bates and Moore",759,2011-11-08,Fast Breeder Reactor,Light Water Reactor,Thorium,4593,Decommissioned
Rodriguez LLC,"85236 Krista Ways Apt. 562
Lauraville, AK 10537",Solomon PLC,994,2012-12-22,Boiling Water Reactor,Light Water Reactor,Uranium,2310,Under Construction
Armstrong-Lyons,"897 Cathy Field Suite 034
North Timothystad, CA 10667",Lee Inc,1545,2022-12-02,Boiling Water Reactor,Light Water Reactor,Thorium,2905,Under Construction
"Ortiz, Jackson and Martin","83808 Robert Shoal
Thomaschester, AZ 57850",Pena-Smith,1620,1995-05-21,Boiling Water Reactor,Heavy Water Reactor,Uranium,1889,Decommissioned
Andersen-Clarke,"648 Monroe Crossing
Watsonland, MS 95435",Thompson Inc,983,2009-01-16,Boiling Water Reactor,Light Water Reactor,Uranium,1045,Under Construction
"Burke, Hartman and Vasquez","55728 Cross Squares Apt. 826
West Jacob, MN 57995",Scott Ltd,845,1994-08-07,Boiling Water Reactor,Light Water Reactor,Plutonium,4038,Under Construction
Pearson-Morgan,"638 Smith Forge Apt. 605
West Tina, OH 41749",Wagner and Sons,686,2018-11-07,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,4698,Under Construction
Turner PLC,"41568 Barber Rapids Suite 208
East Micheleton, OK 03810","Orozco, Anderson and Ortiz",602,2002-06-15,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2120,Decommissioned
Anderson Inc,"Unit 1696 Box 4634
DPO AA 55153","Baldwin, Jimenez and Bryant",1039,2003-06-01,Fast Breeder Reactor,Light Water Reactor,Thorium,4535,Decommissioned
King Ltd,"086 Brandon Lights Apt. 546
Amandafurt, PR 60139",Moss-Simmons,590,2018-02-14,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,4777,Decommissioned
"Brown, Rios and Butler","6760 Miguel Brook Suite 766
New Paulburgh, WV 85117",Rogers-Garcia,500,2021-12-30,Boiling Water Reactor,Light Water Reactor,Plutonium,4027,Operational
"Mitchell, Rivera and Carroll","33117 Riley Shoal
Williamborough, NM 28496",Ingram and Sons,1099,2023-02-23,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3383,Under Construction
Boyd and Sons,"12631 Franklin Fords
Lake Josephberg, VI 18815",West-Lindsey,1905,2016-09-15,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,4203,Under Construction
Rose-Bell,"0694 Mitchell Plains Suite 247
Justinland, ND 40223","Wong, Reynolds and Moore",1483,2011-12-11,Pressurized Water Reactor,Light Water Reactor,Thorium,1542,Under Construction
Braun PLC,"97292 Garcia Ways Suite 848
Parkerton, CT 21829",Hall LLC,1570,2018-09-26,Boiling Water Reactor,Light Water Reactor,Plutonium,3575,Operational
Williams-Green,"PSC 0157, Box 9033
APO AA 42379",Johnson LLC,1569,2006-06-06,Boiling Water Reactor,Gas-cooled Reactor,Thorium,1337,Decommissioned
Huang Group,"1672 Dawson Key Apt. 290
Christopherburgh, DC 93116",Fox-Jones,1436,2017-02-10,Boiling Water Reactor,Light Water Reactor,Thorium,2869,Decommissioned
Porter-Caldwell,"2135 Savannah Gateway Suite 206
New Michaelfort, WA 13526",Huff LLC,1949,2003-07-17,Boiling Water Reactor,Light Water Reactor,Thorium,2242,Operational
Hull-White,"Unit 3983 Box 1725
DPO AA 77127",Beck PLC,1291,2020-07-15,Boiling Water Reactor,Gas-cooled Reactor,Thorium,2841,Operational
Faulkner Group,"6127 Alexander Fork Suite 730
Lake Aaronshire, TX 47146","Barron, Cooper and Duke",937,2021-01-07,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,1342,Operational
Cooke-Mosley,"8920 Jeremy Dam Suite 587
Port Johnshire, FM 06813","Daniels, Mason and Andrews",1496,2011-03-28,Boiling Water Reactor,Heavy Water Reactor,Uranium,2232,Operational
Rollins-Clark,"46983 Gallegos Highway
Shelbyborough, VA 17124",Hill-Kim,756,1997-08-01,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,1133,Decommissioned
Meadows LLC,"USS Skinner
FPO AP 47378",Brown-Smith,1036,2011-01-22,Fast Breeder Reactor,Heavy Water Reactor,Uranium,1124,Operational
Oneill PLC,"896 Valenzuela Island
West Christopher, NC 17067",Bowman-Barajas,620,2006-04-17,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,1104,Decommissioned
"Simmons, Murphy and Brown","966 Jones Burgs
North Mistyfort, NV 23330",Wilson-Cunningham,819,2012-03-08,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,4385,Decommissioned
"Ayers, Barber and Thomas","1451 Christine Mall
Christopherview, IL 72752","Davis, Blake and Miller",1328,2003-05-10,Pressurized Water Reactor,Heavy Water Reactor,Uranium,2149,Decommissioned
"Robertson, Snyder and Taylor","163 Tyler Run
Lake Reginald, AS 56663","Jones, Martinez and White",1301,2016-09-19,Boiling Water Reactor,Heavy Water Reactor,Plutonium,1510,Decommissioned
Keller-Conrad,"161 Bryant Courts Apt. 884
Leonardton, ND 24979",Pena Group,1384,2018-08-30,Pressurized Water Reactor,Light Water Reactor,Plutonium,2940,Under Construction
"Hobbs, Moore and Johnson","717 Acosta Harbor Suite 882
West Jeffreymouth, OK 62356",Sanders-Moss,893,2010-05-21,Pressurized Water Reactor,Heavy Water Reactor,Thorium,1148,Operational
Wright Ltd,"645 Vanessa Alley
Johnsonport, NV 46294",Carter PLC,896,2023-12-31,Boiling Water Reactor,Light Water Reactor,Plutonium,2694,Decommissioned
Avery PLC,"7903 Mark Spring Suite 644
Ryanmouth, ME 37602","Lambert, Spears and Elliott",853,1999-12-16,Fast Breeder Reactor,Light Water Reactor,Thorium,1452,Decommissioned
Maldonado PLC,"7849 Adams Place
Smithville, AL 08288",Jones-Hurley,1121,2020-08-16,Pressurized Water Reactor,Heavy Water Reactor,Thorium,3351,Operational
Whitehead-Cortez,"71340 Morris Freeway
Chaseview, NM 75948",Nixon-Stanley,949,2013-09-10,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2839,Decommissioned
"Webster, Odom and Gordon","5407 Laura Roads Suite 117
Lake Jessica, LA 03000",Miller Ltd,1209,2007-06-28,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,2655,Operational
Wilkins Ltd,"8771 Benjamin Fall Suite 100
East Larry, OH 36605",Blanchard-Hayes,1591,2022-01-04,Boiling Water Reactor,Heavy Water Reactor,Thorium,2149,Under Construction
Mcdonald PLC,"215 Stark Drive Apt. 104
Dominiqueberg, OK 72071","Hernandez, Bennett and Rodriguez",1244,2008-07-14,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,4204,Decommissioned
"Ford, Santos and Norris","87621 Richard Vista Suite 465
New Anna, CA 53995",Jackson-Jackson,1620,2001-07-04,Pressurized Water Reactor,Light Water Reactor,Plutonium,3768,Under Construction
Smith-Wong,"Unit 6533 Box 0400
DPO AE 58993",Bass-Dyer,887,2021-03-03,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,3292,Under Construction
Nielsen Inc,"008 Paul Land Apt. 238
Lake Katelyn, MS 97405",Hood Group,870,2016-01-15,Pressurized Water Reactor,Light Water Reactor,Uranium,4089,Decommissioned
Thornton Ltd,"32095 Henry Vista Suite 205
Port Lisaport, MD 33260",Reyes-Osborn,528,2019-03-31,Pressurized Water Reactor,Light Water Reactor,Plutonium,3632,Operational
Mendoza-Schultz,"654 Maxwell Lodge
Aguilartown, MD 68687","Escobar, Wall and Parker",540,2003-08-14,Boiling Water Reactor,Heavy Water Reactor,Uranium,3016,Decommissioned
Williams-Velez,"2437 Jonathan Trafficway
Kelseychester, NE 73864",Hill Ltd,1346,2003-07-14,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,3953,Decommissioned
"Skinner, Rose and King","USCGC Carter
FPO AP 99503",Ross-Rice,1750,2001-03-21,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4511,Operational
Herrera-Kennedy,"235 Keith Trace Suite 624
Barryburgh, PR 60752",Huerta-Carter,1672,2020-10-03,Boiling Water Reactor,Gas-cooled Reactor,Uranium,1062,Decommissioned
Potts PLC,"16141 George Mountains
Susanside, NM 35221","Murphy, Cordova and Webb",1474,1995-07-18,Boiling Water Reactor,Heavy Water Reactor,Plutonium,4897,Under Construction
Gomez-Anderson,"3318 Martin Island Apt. 778
Desireemouth, VT 13436",Carroll and Sons,1853,2003-07-17,Fast Breeder Reactor,Light Water Reactor,Thorium,1431,Decommissioned
Welch LLC,"62195 Tara Walks
North Davidburgh, DC 24869","Mcmahon, Archer and Barajas",1844,2005-04-18,Boiling Water Reactor,Gas-cooled Reactor,Thorium,1703,Under Construction
Simmons-Parker,"5607 Jessica Center
Lake Jeffrey, AS 35306","Rowe, Bradley and Fischer",641,2006-02-04,Pressurized Water Reactor,Light Water Reactor,Uranium,4341,Decommissioned
Torres Inc,"25799 Brent Mills Suite 537
East Darlene, ID 33451",Franklin-Santos,1145,2019-12-12,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,2898,Decommissioned
Morgan-Johnson,"6612 Danielle Pike Suite 376
Fordmouth, PR 71212",Perez Inc,687,2010-08-14,Fast Breeder Reactor,Light Water Reactor,Thorium,4060,Decommissioned
"Murillo, Jackson and Green","82347 Williams Vista
South Amanda, SC 81842",Roberts Group,1702,2002-05-31,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2222,Operational
Robinson and Sons,"583 Daniel Village Apt. 137
Lake Ryanburgh, MP 87257","Gutierrez, Allen and Jones",775,1997-04-08,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,1786,Operational
"Cook, Gibbs and Pineda","0049 Grant Coves
Pennyton, MA 67897",Parks-Clay,1112,2023-06-19,Boiling Water Reactor,Heavy Water Reactor,Uranium,3712,Under Construction
Sanchez Inc,"15444 Murphy Rapid
Lynnbury, SD 96254",Pierce and Sons,1249,1998-02-22,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2992,Under Construction
"Stephens, Williams and Warren","32655 Tyler Station
South Alyssa, WI 19925",Wright-Smith,1615,2018-01-04,Pressurized Water Reactor,Light Water Reactor,Thorium,1467,Operational
Green-Morris,"9133 Stein Roads
East Nancy, ID 13777",Snyder Group,1773,2012-08-03,Boiling Water Reactor,Gas-cooled Reactor,Thorium,2171,Decommissioned
"Jenkins, Gibson and Vasquez","Unit 3147 Box 1518
DPO AP 52946",Carroll Group,1266,2008-06-27,Pressurized Water Reactor,Heavy Water Reactor,Thorium,4785,Operational
Rodriguez and Sons,"08393 Nathan Trail Apt. 984
West Carolyn, KY 62344","Casey, Fisher and Krueger",652,2016-12-28,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,3563,Decommissioned
"West, Johnson and Smith","46540 Gary Branch Apt. 510
Sandrabury, OR 49718",Gonzales Ltd,917,2006-03-08,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,2681,Operational
Sanders-Peterson,"322 Samantha Cape Apt. 561
East Sandy, MD 08343",Ingram Ltd,1354,2005-01-30,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,4500,Operational
Campbell Group,"5062 Amanda Mountain Apt. 487
Lake Andrewland, GA 27645",Kim Ltd,739,2023-09-26,Boiling Water Reactor,Light Water Reactor,Thorium,4677,Under Construction
Duran and Sons,"03266 Duane Wells
Bethanyport, IN 86758","White, Allen and Brown",1049,2018-12-10,Pressurized Water Reactor,Heavy Water Reactor,Uranium,4730,Under Construction
"Benjamin, Lewis and Wood","06999 Ramirez Springs
Morenobury, KS 65617","Perez, Ashley and Ortiz",1596,1996-07-30,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,1137,Decommissioned
Harrison PLC,"1996 Sarah Highway
East Todd, WA 32015",Zimmerman LLC,1810,2001-03-10,Boiling Water Reactor,Light Water Reactor,Plutonium,4452,Decommissioned
Bowers-Davis,"721 Reyes Streets
New Sarah, NC 82815",Sullivan-Rodriguez,612,2018-03-06,Fast Breeder Reactor,Heavy Water Reactor,Uranium,3996,Decommissioned
Wheeler-Harvey,"094 Melanie Junction
North Eric, OH 87000",Martinez-Maldonado,944,2023-01-03,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,3848,Decommissioned
